time ave_stress_front ave_stress_right ave_stress_top disp_x_right disp_y_top disp_z_front force_x force_y force_z
0.061140456281482 328.94961460086 -0.0001111357683764 406.91089278195 -0.01753817825694 0.061140456281482 0.061140456281482 -0.17781722940093 651057.42845112 526319.38336137
0.061140456758319 311.15047002265 -3.9769847463945e-05 396.8198506888 -0.016590230597532 0.061140456758319 0.061140456758319 -0.063631755941238 634911.76110208 497840.75203624
0.061140456996738 297.08151859261 -0.00010073262139987 388.69322828097 -0.015849641083788 0.061140456996739 0.061140456996738 -0.16117219423897 621909.16524956 475330.42974818
0.061140457115947 286.33621264805 -0.00021143509451213 382.50298069835 -0.015295640447754 0.061140457115947 0.061140457115947 -0.33829615121899 612004.76911735 458137.94023689
0.061140457175552 278.75368317334 -7.5661948201202e-05 378.27796266866 -0.014913018968209 0.061140457175552 0.061140457175552 -0.12105911712177 605244.74026986 446005.89307735
0.061140457205354 273.83928262755 -0.00018450369027025 375.59144809792 -0.01466932193846 0.061140457205354 0.061140457205354 -0.29520590443224 600946.31695667 438142.85220409
0.061140457220255 270.80551422875 -2.22671025222e-06 373.97070141308 -0.014519373339004 0.061140457220255 0.061140457220255 -0.0035627364032532 598353.12226093 433288.822766
0.061140457227706 269.03687929928 -8.9780403440454e-06 373.04716929265 -0.014432723986409 0.061140457227706 0.061140457227706 -0.014364864550408 596875.47086824 430459.00687885
0.061140457231431 268.05970819144 -4.2958616280664e-06 372.54512141703 -0.014385079972343 0.061140457231431 0.061140457231431 -0.0068733786050209 596072.19426725 428895.53310631
0.061140457233294 267.54047502502 -1.5925191096833e-06 372.28123666497 -0.014359880748595 0.061140457233293 0.061140457233293 -0.0025480305754563 595649.97866395 428064.76004003
0.061140457234691 267.13477874602 -1.3327631977011e-06 372.07664880461 -0.014340268775181 0.061140457234691 0.061140457234691 -0.0021324211164101 595322.63808738 427415.64599363
0.061140457235738 266.82361555968 -1.3784096030678e-06 371.92040464475 -0.014325265478574 0.061140457235738 0.061140457235738 -0.0022054553649049 595072.6474316 426917.78489549
0.061140457236786 266.51612802418 -5.2114127739089e-07 371.7657837486 -0.014310418576361 0.061140457236787 0.061140457236786 -0.00083382604376644 594825.25399776 426425.80483869
0.061140457237834 266.21255071208 -4.4443195314714e-07 371.61281250455 -0.014295749928704 0.061140457237834 0.061140457237833 -0.00071109112496484 594580.50000729 425940.08113932
0.061140457238882 265.9127001346 -4.5551031694346e-07 371.46142960434 -0.014281255669127 0.061140457238882 0.061140457238882 -0.00072881650716364 594338.28736694 425460.32021537
0.061140457239929 265.61642665295 -4.2088720200395e-07 371.31158539661 -0.014266931518306 0.061140457239929 0.061140457239929 -0.00067341952316228 594098.53663457 424986.28264473
0.061140457240977 265.32304866235 -1.6468410208914e-06 371.16296796386 -0.014252769206243 0.061140457240976 0.061140457240977 -0.0026349456333759 593860.74874217 424516.87785977
0.061140457241977 265.04557986513 -1.754524675821e-06 371.0222519937 -0.014239381933475 0.061140457241977 0.061140457241977 -0.0028072394813379 593635.60318992 424072.92778422
